id,name,state_id,in_state_tuition,out_state_tuition,acceptance_rate,designation,size,midpoint_ACT,midpoint_SAT,school_site
368364,Heritage Institute-Jacksonville,9,,,,3,285,,,www.heritage-education.com
368407,Fortis College-Smyrna,10,13290,13290,,3,642,,,Fortis.edu
368443,Remington College-Honolulu Campus,11,16950,16950,0.6356,2,442,,,www.remingtoncollege.edu/honolulu-hawaii-colleges-career-schools
368452,Vatterott College-Des Moines,15,12745,12745,,3,194,,,www.vatterott.edu
368540,Brown Mackie College-Quad Cities,15,12123,12123,,3,369,,,www.brownmackie.edu
368601,Pivot Point Academy-Bloomingdale,13,,,,3,133,,,www.pivotpoint.edu
368629,Blalock's Professional Beauty College,18,,,,3,17,,,
368647,Diesel Driving Academy-Baton Rouge,18,,,,3,290,,,www.dda.edu
368771,Jonesville Beauty School,18,,,,3,36,,,jonesvillebeautyacademy.com
368780,New England Hair Academy,21,,,,3,132,,,www.newenglandhairacademy.com
368805,Rob Roy Academy-Worcester,21,,,,3,176,,,www.rob-roy.com
368832,Upper Cape Cod Regional Technical School,21,,,0.3853,1,70,,,www.uppercapetech.com
368911,All-State Career-Baltimore,20,,,,3,714,,,www.allstatecareer.edu
369002,New England School of Communications,19,16847,16847,,2,334,,,www.nescom.edu
369084,Everest Institute-Kalamazoo,22,,,,3,168,,,www.everest.edu/campus/kalamazoo
369109,Adler Graduate School,23,,,,2,,,,www.alfredadler.edu
369400,Academy of Hair Design-Jackson,24,,,,3,86,,,www.academyofhair.com
369419,KC's School of Hair Design,24,,,,3,94,,,www.kcsschoolofhair.com
369446,Mitchells Hairstyling Academy-Goldsboro,33,,,,3,14,,,www.mitchells.edu
369455,Lincoln Technical Institute-Moorestown,30,,,,3,559,,,www.lincolnedu.com/campus/moorestown-nj
369516,Monmouth County Vocational School District,30,,,,1,60,,,www.mcvsd.org
369659,Brightwood College-Las Vegas,28,,,,3,944,,,www.brightwood.edu/las-vegas-nv/
369668,Beauty School of Middletown,32,,,,3,73,,,www.thebeautyschoolofmiddletown.com
369686,Bryant & Stratton College-Southtowns,32,15296,15296,,3,517,,,www.bryantstratton.edu
369695,National Tractor Trailer School Inc-Buffalo,32,,,,3,130,,,www.ntts.edu
369783,Yeshiva Gedolah Imrei Yosef D'spinka,32,8000,8000,,2,122,,,
369792,Cleveland Institute of Dental-Medical Assistants-Mentor,35,,,,3,116,,,www.cidma.edu
369862,Cleveland Institute of Dental-Medical Assistants-Lyndhurst,35,,,,3,64,,,www.cidma.edu
369905,Knox County Career Center,35,,,,1,303,,,www.KnoxTechnicalCenter.com
369950,Madison Adult Career Center,35,,,,1,150,,,www.madisonadultcc.org
371034,Remington College-Cleveland Campus,35,15595,15595,0.7266,2,510,,,www.remingtoncollege.edu/cleveland-ohio-career-schools-overview
371052,Brown Mackie College-Findlay,35,12123,12123,,3,369,,,www.brownmackie.edu
371140,Toledo Academy of Beauty Culture-East,35,,,,3,119,,,toledoacademyofbeauty.com
371265,U S Grant Joint Vocational School,35,6100,6100,,1,25,,,www.grantcareer.com
371690,CC's Cosmetology College,36,,,,3,46,,,www.ccscosmetologycollege.edu
371760,Chisholm Trail Technology Center,36,,,,1,76,,,www.cttc.edu
371779,Gordon Cooper Technology Center,36,,,,1,831,,,www.gctech.org
371830,Kiamichi Technology Center-Atoka,36,,,,1,66,,,www.ktc.edu
371928,Kiamichi Technology Center-Durant,36,,,,1,80,,,https://www.ktc.edu
371964,Kiamichi Technology Center-Hugo,36,,,,1,86,,,www.ktc.edu
371982,Kiamichi Technology Center-McAlester,36,,,,1,207,,,www.ktc.edu/Template0.asp?pg=128
372000,Kiamichi Technology Center-Idabel,36,,,,1,72,,,www.ktc.edu
372028,Kiamichi Technology Center-Poteau,36,,,,1,225,,,www.ktc.edu
372037,Kiamichi Technology Center-Spiro,36,,,,1,52,,,www.ktc.edu/locations/spiro.aspx
372073,Kiamichi Technology Center-Talihina,36,,,,1,47,,,www.ktc.edu
372082,Le Cordon Bleu College of Culinary Arts-Portland,37,13361,13361,,3,452,,,www.chefs.edu/portland
372240,YTI Career Institute-Altoona,38,,,,3,334,,,www.yti.edu
372329,Eastern Center for Arts and Technology,38,,,0.6154,1,106,,,www.eastech.org
372356,Empire Beauty School-Center City Philadelphia,38,,,,3,349,,,www.empire.edu
372462,Centro de Estudios Multidisciplinarios-Humacao,53,6416,6416,,3,695,,,www.cempr.edu
372578,Colegio Mayor de Tecnologia Inc,53,,,,3,120,,,www.cmtarroyo.com
372718,Institucion Chaviano de Mayaguez,53,,,,3,38,,,www.mayaguezinstituteoftechnology.com
372772,EDIC College,53,6660,6660,0.7979,3,1148,,,www.ediccollege.edu
372921,Liceo de Arte-Dise-O y Comercio,53,9480,9480,,3,279,,,www.liceocaguas.com
372958,Universal Technology College of Puerto Rico,53,,,,2,412,,,www.unitecpr.edu
373058,Academy of Hair Technology,40,,,,3,77,,,www.hairchamps.com
373085,Mr Wayne's School of Unisex Hair Design,42,,,,3,44,,,www.misterwaynes.com
373216,The Center for Cosmetology Education,42,,,,3,51,,,sicbeautyschool.com
373456,Queen City College,42,,,,3,119,,,www.queencitycollege.com
373526,College of the Marshall Islands,54,4905,4905,0.8827,1,1078,,,www.cmi.edu
373605,Lighthouse Career Institute,43,,,,2,11,,,lhc.edu
373678,American National College,43,,,,3,25,,,WWW.AMNC.EDU
373696,ITT Technical Institute-San Antonio,43,18048,18048,0.9273,3,502,,,www.itt-tech.edu
373711,Remington College-Fort Worth Campus,43,16380,16380,0.7568,2,435,,,www.remingtoncollege.edu/fort-worth-texas-career-schools-overview
373784,University of Cosmetology Arts & Sciences-San Antonio Jamar,43,,,,3,34,,,www.ucastx.com
373827,School of Automotive Machinists,43,,,0.7714,3,185,,,www.samracing.com
373890,SW School of Business and Technical Careers-Cosmetology,43,,,,3,49,,,www.sws.edu
374024,SW School of Business and Technical Careers,43,,,,3,59,,,www.sws.edu
374316,Texas College of Cosmetology-Abilene,43,,,,3,87,,,www.texascollegecosmetology.com
374343,Vista College-Online,43,,,,3,201,,,vistacollege.edu
374440,Centura College-Newport News,46,15887,15887,,3,211,,,www.centuracollege.edu
374574,Centura College-Norfolk,46,16337,16337,,3,226,,,www.centuracollege.edu
374592,Virginia Beach City Public Schools School of Practical Nursing,46,,,,1,36,,,www.techcenter.vbschools.com
374875,Northwest College of Art & Design,47,19100,19100,0.7662,3,94,,,www.ncad.edu
374927,University of Washington-Bothell Campus,47,11911,33030,0.7915,1,4378,21,1009,www.uwb.edu
374972,University of Washington-Tacoma Campus,47,12262,33381,0.8452,1,3788,21,979,www.tacoma.uw.edu/
375106,Valley College-Beckley,48,15209,15209,,3,331,,,www.valley.edu
375230,Valley College-Martinsburg,48,,,,3,140,,,www.valley.edu
375300,Valley College-Princeton,48,,,,3,89,,,www.valley.edu
375319,Bellus Academy-Poway,5,,,,3,369,,,www.bellusacademy.edu
375373,Capstone College,5,,,,3,40,,,www.capstonecollege.edu/
375407,Central Coast College,5,,,0.4696,3,276,,,www.centralcoastcollege.edu
375416,ITT Technical Institute-Torrance,5,18048,18048,0.8586,3,453,,,www.itt-tech.edu
375489,Pacific College of Oriental Medicine-San Diego,5,8544,8544,,3,111,,,www.PacificCollege.edu
375540,Artistic Nails and Beauty Academy-Tampa,9,,,,3,183,,,www.artisticbeautyschool.com
375568,National Aviation Academy of Tampa Bay,9,,,,3,605,,,www.naa.edu
375647,Cain's Barber College Inc,13,,,,3,90,,,www.cbcon51st.org
375656,Madison Oneida BOCES-Practical Nursing Program,32,,,1,1,51,,,www.moboces.org/domain/27
375683,Astrodome Career Centers,43,,,,3,41,,,www.astrodome.edu
375692,Center for Advanced Legal Studies,43,,,0.5,3,200,,,www.paralegal.edu
375708,Houston Training School-Main Campus,43,,,,3,175,,,houstontrainingschools.net
375717,Remington College-Houston Campus,43,16380,16380,0.6914,2,325,,,www.remingtoncollege.edu/houston-texas-college-career-schools
375726,Bay Mills Community College,22,3040,3040,,1,547,,,www.bmcc.edu
375735,Fond du Lac Tribal and Community College,23,5257,5257,,1,897,,,www.fdltcc.edu
375744,Northwest Indian College,47,4407,4407,,1,609,,,www.nwic.edu
375753,Marinello Schools of Beauty-Provo,44,,,,3,49,,,www.marinello.com
375762,Provo College,44,14882,14882,,3,364,,,www.provocollege.edu
375841,Paul Mitchell the School-Provo,44,,,,3,108,,,provo.paulmitchell.edu
375939,University of Phoenix-Utah,44,10252,10252,,3,804,,,www.phoenix.edu
375966,Utah College of Massage Therapy-Salt Lake City,44,,,,3,347,,,www.steinered.com
375984,CET-Coachella,5,,,,2,139,,,cetweb.org
376224,CET-Oxnard,5,,,,2,119,,,cetweb.org
376242,CET-Santa Maria,5,,,,2,145,,,www.cetweb.org
376288,Colorado School of Traditional Chinese Medicine,6,,,,3,,,,www.cstcm.edu
376321,Massage Therapy Institute of Colorado,6,,,,3,61,,,www.mtic.edu
376330,Michigan College of Beauty-Troy,22,,,,3,321,,,michigancollegeofbeautytroy.com
376385,Ogle School Hair Skin Nails-Dallas,43,,,,3,157,,,www.ogleschool.com
376446,Phoenix Seminary,3,,,,2,,,,www.ps.edu/
376631,Faust Institute of Cosmetology-Spirit Lake,15,,,,3,14,,,WWW.faustinstitute.com
376668,Seattle Vocational Institute,47,3794,3794,,1,188,,,svi.seattlecolleges.edu/
376677,Baker College of Port Huron,22,8280,8280,,2,794,,,www.baker.edu/
376695,Empire Beauty School-Hyannis,21,,,,3,72,,,www.empire.edu
376950,Brookstone College-Greensboro,33,,,,3,181,,,www.brookstone.edu
376987,Cheeks International Academy of Beauty Culture-Fort Collins,6,,,,3,39,,,cheeksUSA.com
377069,Cheeks International Academy of Beauty Culture-Greeley,6,,,,3,38,,,cheeksUSA.com
377111,Colorado School of Healing Arts,6,13200,13200,,3,171,,,www.csha.net
377193,Westwood College-Aurora Campus,6,15230,15230,,3,236,,,www.westwood.edu
377218,Healing Arts Institute,6,,,,3,53,,,healingartsinstitute.net
377272,ITT Technical Institute-San Bernardino,5,18048,18048,0.9476,3,686,,,www.itt-tech.edu
377281,Los Angeles ORT College-Van Nuys Campus,5,,,,2,317,,,www.laort.edu
377315,University of Phoenix-Puerto Rico,53,5880,5880,,3,307,,,www.phoenix.edu
377342,Mt. Diablo Adult Education-Mt. Diablo USD,5,,,,1,129,,,www.mtdiabloadulted.org
377449,Royale College of Beauty,5,,,,3,76,,,www.rcofb.com
377458,Westech College,5,,,,3,456,,,www.westech.edu
377485,Greater Lowell Technical School,21,,,0.5333,1,80,,,www.gltech.org
377546,Academy of Hair Design-Pearl,24,,,,3,50,,,www.academyofhair.com
377555,Miller-Motte Technical College-Clarksville,42,9900,9900,,3,404,,,www.miller-motte.edu
377564,Genesis Career College-Lebanon,42,,,,3,202,,,www.genesiscareer.edu
377652,Brightwood College-Dallas,43,,,,3,435,,,www.brightwood.edu/dallas-tx/
377661,Star College of Cosmetology 2,43,,,,3,100,,,www.starcosmetologyschool.com/
377670,Southwest Collegiate Institute for the Deaf,43,2282,12572,,1,114,,,www.howardcollege.edu/swcid/
377722,Fortis College-Richmond,46,13896,13896,,3,491,,,www.fortis.edu
377759,Midwest College of Oriental Medicine-Racine,49,,,,3,20,,,www.Acupuncture.edu
378105,Hacienda La Puente Adult Education,5,,,,1,3980,,,www.hlpae.com
378406,La Belle Beauty Academy,9,,,,3,403,,,www.Labellebeauty.net
378576,Advanced Technical Centers,9,,,,2,31,,,www.advancedtechnicalcenters.com
378886,Hawaii Community College,11,2870,7718,,1,2633,,,hawaii.hawaii.edu
378956,Regency Beauty Institute-Winston-Salem,33,,,,3,104,,,www.regency.edu
379135,Robert Fiance Beauty Schools-North Plainfield,30,,,,3,196,,,www.robertfiance.com
379621,Long Island Beauty School-Hauppauge,32,,,,3,249,,,www.longislandbeautyschoolhauppauge.com/
379746,Buckeye Joint Vocational School,35,,,,1,95,,,www.buckeyecareercenter.org
379782,Sandusky Career Center,35,,,,1,82,,,www.sanduskycareercenter.org
380067,Greater Altoona Career & Technology Center,38,,,,1,236,,,www.gactc.edu
380094,Northeastern Hospital School of Nursing,38,,,,2,70,,,www.nehson.templehealth.org
380359,Central Texas Beauty College-Temple,43,,,,3,99,,,www.centraltexasbeautycollege.com
380368,Dance Theatre of Harlem Inc,32,,,0.2586,2,3,,,www.dancetheatreofharlem.org
380377,Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,32,,,,1,134,,,www.e2ccb.org
380401,Empire Beauty School-Brooklyn,32,,,,3,125,,,www.empire.edu
380438,Houston Training School-Gulfgate,43,,,,3,282,,,houstontrainingschools.net
380456,Star Career Academy-Philadelphia,38,,,,3,879,,,www.starcareeracademy.com/location/philadelphia-campus/
380465,Antonelli College-Hattiesburg,24,15980,15980,,3,209,,,www.antonellicollege.edu
380474,Eastern New Mexico University-Ruidoso Campus,31,1036,3604,,1,468,,,www.ruidoso.enmu.edu/
381255,Beacon College,9,33016,33016,0.5901,2,223,,,www.beaconcollege.edu
381282,Acupuncture and Integrative Medicine College-Berkeley,5,,,,2,,,,www.aimc.edu
381325,Estrella Mountain Community College,3,2046,7830,,1,7735,,,www.estrellamountain.edu
381352,Heartland Community College,13,4170,11970,,1,4326,,,www.heartland.edu
381361,University of the Potomac-Washington DC Campus,51,13434,13434,,3,253,,,www.potomac.edu
381370,Rabbi Jacob Joseph School,30,10900,10900,1,2,84,,,
381404,Sanford-Brown Institute-Ft Lauderdale,9,15253,15253,,3,427,,,www.sanfordbrown.edu/fort-lauderdale
381459,The Salon Professional Academy-Melbourne,9,,,,3,74,,,www.tspamelbourne.com
381486,Fortis Institute-Scranton,38,27160,27160,,3,385,,,www.fortis.edu
381529,Milan Institute of Cosmetology-Amarillo,43,,,,3,135,,,www.milaninstitute.edu
381617,Everglades University,9,16000,16000,0.8588,2,1284,,,www.EvergladesUniversity.edu
381635,Seminar L'moros Bais Yaakov,32,8335,8335,0.6214,2,281,,,
381644,Herzing University-Winter Park,9,13340,13340,1,3,430,,,www.herzing.edu
381699,Emil Fries Piano Hospital and Training Center,47,15000,15000,,2,5,,,www.pianotuningschool.org
381705,Fairview Beauty Academy,35,,,,3,52,,,www.fairview.com
381732,Florida College of Natural Health-Pompano Beach,9,,,,3,203,,,www.steinered.com
381787,National College-Nashville,42,11550,11550,,3,512,,,www.national-college.edu
381866,College of Biblical Studies-Houston,43,6946,6946,,2,482,,,www.cbshouston.edu
381909,Inner State Beauty School,35,,,,3,133,,,www.innerstatebeautyschool.com
381945,Virginia College-Pensacola,9,13932,13932,,3,384,,,www.vc.edu/campus/pensacola-florida-college.cfm
382063,Mid-EastCTC-Adult Education,35,,,,1,305,,,www.mideastadulted.org
382258,Everest University-South Orlando,9,13752,13752,,3,22340,,,www.everest.edu/campus/south_orlando
382267,Polaris Career Center,35,,,,1,248,,,www.polaris.edu
382276,P&A Scholars Beauty School,22,,,,3,305,,,www.pandascholars.com
382416,Rensselaer BOCES-Practical Nursing Program,32,,,0.75,1,50,,,www.questar.org
382461,ASM Beauty World Academy,9,,,,3,328,,,www.asmbeautyworld.org
382504,The Salter School-Tewksbury Campus,21,,,,3,252,,,salterschool.com
382771,Sharps Academy of Hair Styling,22,,,,3,38,,,www.sharpsacademyofhairstyling.com
382780,College of Health Care Professions-Northwest,43,,,,3,1172,,,www.chcp.edu
382896,School of Professional Horticulture  New York Botanical Garden,32,7000,7000,,2,6,,,www.nybg.org/edu/soph/
382902,Fortis College-Houston,43,,,,3,287,,,www.fortiscollege.edu
382911,Volunteer Beauty Academy-Madison,42,,,,3,27,,,www.volunteerbeauty.com
382957,Watkins College of Art Design & Film,42,20250,20250,0.2636,2,288,22,1000,www.watkins.edu
383020,Chicago ORT Technical Institute,13,,,,2,433,,,www.ortchicagotech.edu
383084,Alhambra Beauty College,5,,,,3,92,,,alhambrabeauty.edu/
383163,UEI College-Gardena,5,,,,3,1487,,,www.uei.edu
383172,Asian American International Beauty College,5,,,,3,173,,,www.aabeautycollege.com
383190,Avance Beauty College,5,,,,3,60,,,avancebeautycollege.edu
383251,Colton-Redlands-Yucaipa Regional Occupational Program,5,,,,1,80,,,www.cryrop.org
383279,Copper Mountain Community College,5,1108,5812,,1,1373,,,www.cmccd.edu
383297,Diversified Vocational College,5,,,,3,679,,,www.dvcla.edu
383312,Bristol University,5,,,,3,49,,,www.bristoluniversity.edu
383330,UEI College-Fresno,5,,,,3,1418,,,www.uei.edu
383367,Mt Sierra College,5,13361,13361,,3,465,,,www.mtsierra.edu
383400,Wyotech-Long Beach,5,,,,3,1136,,,www.wyotech.edu/campus/long_beach
383464,Santiago Canyon College,5,1142,5318,,1,10634,,,www.sccollege.edu/Pages/default.aspx
383507,Southern California Institute of Technology,5,17130,17130,,3,526,,,www.scitech.edu
383525,Soka University of America,5,30214,30214,0.4346,2,411,27,1223,www.soka.edu
383765,Summit College,5,,,,3,663,,,www.summitcollege.edu
383792,Advance Beauty College,5,,,,3,474,,,www.advancebeautycollege.com
383899,World Mission University,5,5140,5140,0.7778,2,139,,,www.wmu.edu
383950,Yo San University of Traditional Chinese Medicine,5,,,,2,,,,www.yosan.edu
383996,Coast Career Institute,5,,,,3,212,,,www.coastcareer.edu
384254,Cannella School of Hair Design-Blue Island,13,,,,3,54,,,cannellabeautyschools.com
384306,John Amico School of Hair Design,13,,,,3,194,,,www.johnamicoschoolofhairdesign.com
384333,Delta College Inc,18,,,,3,186,,,www.deltacollege.com
384342,Colorado Technical University-Sioux Falls,41,,,,3,93,,,www.coloradotech.edu/Sioux-Falls
384412,Southwest University of Visual Arts-Albuquerque,31,22613,22613,,3,202,,,www.suva.edu
384421,Tri-State Cosmetology Institute,43,,,,3,173,,,tristatecosmetology.com
385008,Widener University-Commonwealth Law School,38,,,,2,,,,www.widener.edu
385132,Volunteer Beauty Academy-Nashville,42,,,,3,45,,,www.volunteerbeauty.com
385503,Frontier Community College,13,2954,11070,,1,293,,,www.iecc.edu/fcc
385549,Lincoln Trail College,13,2954,11070,,1,564,,,www.iecc.edu/ltc
385619,Wabash Valley College,13,2954,11070,,1,886,,,www.iecc.edu/wvc
386153,American Institute of Interior Design,3,,,,3,28,,,www.aiid.edu
386472,Brookline College-Tempe,3,,,,3,404,,,brooklinecollege.edu
387660,Baker College of Auburn Hills,22,8280,8280,,2,2668,,,www.baker.edu
387819,Baker College of Clinton Township,22,8280,8280,,2,3588,,,www.baker.edu
387925,Inter American University of Puerto Rico-School of Optometry,53,,,,2,,,,www.optonet.inter.edu
388043,Schiller International University,9,21540,21540,,3,39,,,www.schiller.edu
388520,Vatterott College-Springfield,25,12181,12181,,3,348,,,www.vatterott.edu
388663,Vatterott College-Joplin,25,12274,12274,,3,264,,,www.vatterott.edu
389727,Vatterott College-Kansas City,25,12406,12406,,3,638,,,www.vatterott.edu
389860,Coconino Community College,3,2820,9495,,1,2837,,,www.coconino.edu/
390701,Sanford-Brown College-Houston,43,14848,14848,,3,671,,,www.sanfordbrown.edu/houston
390905,Sanford-Brown Institute-Jacksonville,9,15111,15111,,3,340,,,www.sanfordbrown.edu/jacksonville
391005,Sanford-Brown College-Dallas,43,14984,14984,,3,490,,,www.sanfordbrown.edu/Dallas
391333,Baker College of Cadillac,22,8280,8280,,2,1326,,,www.baker.edu
391546,Emma's Beauty Academy-Juana Diaz,53,,,,3,391,,,www.ebajuanadiaz.com
391564,Franklin Academy,42,,,,2,58,,,www.franklinacademy.edu
391759,Columbia Central University-Yauco,53,6390,6390,,3,407,,,www.columbiacentral.edu
392257,Pima Medical Institute-Denver,6,,,,3,937,,,pmi.edu
392354,ASA College,32,12298,12298,,3,4551,,,www.asa.edu
392415,Ohio State School of Cosmetology-Westerville,35,,,,3,117,,,salonschools.com
392798,Nationwide Beauty Academy,35,,,,3,82,,,salonschools.com
392840,Yeshivas Novominsk,32,9700,9700,1,2,129,,,
393180,Southern Careers Institute-Corpus Christi,43,,,,3,314,,,www.scitexas.edu
393524,Kiamichi Technology Center-Stigler,36,,,,1,21,,,www.ktc.edu
393649,Rabbinical College of Ohr Shimon Yisroel,32,11600,11600,0.8,2,164,,,
393861,Carroll Community College,20,3446,6989,,1,3370,,,www.carrollcc.edu
393977,University of Phoenix-New Mexico,31,9476,9476,,3,1238,,,www.phoenix.edu
395195,Galen College of Nursing-Tampa Bay,9,,,,3,862,,,www.galencollege.edu/tampabay
395362,Galen College of Nursing-San Antonio,43,,,,3,1097,,,www.galencollege.edu/sanantonio/
395690,Sarasota School of Massage Therapy,9,,,,3,95,,,www.sarasotaschoolofmassagetherapy.edu
397270,Westwood College-Dupage,13,15500,15500,,3,157,,,www.westwood.edu
397942,Wright Career College,16,12400,12400,,2,1391,,,www.wrightcc.edu
398130,Daymar College-Louisville,17,,,,3,21,,,www.daymarcollege.edu
398574,Schuyler Steuben Chemung Tioga Allegany BOCES,32,,,,1,144,,,www.gstboces.org
399212,Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,32,,,0.6667,1,27,,,www.dcmoboces.com
399869,DCI Career Institute,38,,,,3,94,,,www.dci.edu
399911,Central Susquehanna Intermediate Unit LPN Career,38,,,0.5294,1,92,,,www.csiu.org/lpn
400080,Myotherapy College of Utah,44,,,,3,84,,,www.myotherapycollege.com
400187,Graham Webb International Academy of Hair,46,,,,3,142,,,www.grahamwebbacademy.edu
401223,City College-Gainesville,9,12782,12782,,2,510,,,www.citycollege.edu
401250,Arizona State University-West,3,9683,23312,0.778,1,3280,24,1095,www.asu.edu/
401339,Connecticut Center for Massage Therapy-Westport,7,,,,3,115,,,www.ccmt.edu
401481,ITT Technical Institute-Jacksonville,9,18048,18048,0.8137,3,603,,,www.itt-tech.edu
401764,G Skin & Beauty Institute,13,,,,3,292,,,www.gbeautyinstitutes.com
402563,Cosmetology Training Center,18,,,,3,116,,,cosmetlafayettela.com
402615,Stage One-The Hair School,18,,,,3,103,,,www.stageoneinc.com
402776,Empire Beauty School-Malden,21,,,,3,134,,,www.empire.edu
402800,Minnesota School of Business-Brooklyn Center,23,14040,14040,,3,106,,,www.msbcollege.edu/
402828,ITT Technical Institute-Omaha,27,18048,18048,0.7939,3,395,,,www.itt-tech.edu
403414,Omaha School of Massage and Healthcare of Herzing University,27,12790,12790,1,3,146,,,www.herzing.edu
403469,Xenon International Academy-Omaha,27,,,,3,230,,,xenonacademy.net
403478,Capri Institute of Hair Design-Brick,30,,,,3,167,,,www.capriinstitute.com
403487,Capri Institute of Hair Design-Kenilworth,30,,,,3,172,,,www.capriinstitute.com
404037,Capri Institute of Hair Design-Paramus,30,,,,3,164,,,www.capriinstitute.com
404055,Orlo School of Hair Design and Cosmetology,32,,,,3,66,,,www.theorloschool.com
404073,Delaware Area Career Center,35,,,,1,95,,,www.delawareareacc.org
404082,Eastland-Fairfield Career and Technical Schools,35,,,,1,221,,,www.eastlandfairfield.com
404222,Empire Beauty School-Cincinnati,35,,,,3,152,,,www.empire.edu
404338,Mahoning County Career and Technical Center,35,,,,1,116,,,www.mahoningctc.com/index.htm
404365,Pickaway Ross Joint Vocational School District,35,,,,1,286,,,www.pickawayross.com
404374,Pioneer Career and Technology Center,35,,,,1,20,,,www.go2pioneer.com
404383,Raphael's School of Beauty Culture Inc-Boardman,35,,,,3,137,,,www.raphaelsbeautyschool.edu
404426,Scioto County Career Technical Center,35,,,,1,308,,,sciototech.org/home/
404499,Trumbull Career & Technical Center,35,,,,1,118,,,www.tctchome.com
404505,Northwest Technology Center-Fairview,36,,,,1,15,,,www.nwtech.edu
404514,Lake Erie College of Osteopathic Medicine,38,,,,2,,,,www.lecom.edu
404648,University of Cosmetology Arts & Sciences-Harlingen,43,,,,3,190,,,www.ucastx.com
404684,Gene Juarez Academy of Beauty-Federal Way,47,,,,3,277,,,www.genejuarezacademy.edu
404718,Empire Beauty School-Green Bay,49,,,,3,76,,,www.empire.edu
404806,Warren County Career Center,35,,,,1,263,,,www.mywccc.org
404912,Brown Mackie College-Fort Wayne,14,12123,12123,,3,507,,,www.brownmackie.edu
404994,Paul Mitchell the School-Wichita,16,,,,3,132,,,pmtswichita.com
405012,Pinnacle Institute of Cosmetology,33,,,,3,79,,,pinnacleinstitute.edu
405021,Career Training Academy-Monroeville,38,,,,3,115,,,www.careerta.edu
405058,Southern Careers Institute-Pharr,43,,,,3,470,,,www.scitexas.edu
405076,Texas State Technical College-Marshall,43,5013,10800,,1,489,,,www.tstc.edu
405748,Florida National University-Main Campus,9,13250,13250,,3,1798,,,www.fnu.edu
405854,Georgia Institute of Cosmetology,10,,,,3,328,,,GIC.edu
405872,Nouvelle Institute,9,,,,3,117,,,nouvelleinstitute.com/
405997,ITT Technical Institute-Fort Lauderdale,9,18048,18048,0.7348,3,552,,,www.itt-tech.edu
406024,Franklin Technology-MSSU,25,,,,1,178,,,www.franklintechnologycenter.com
406033,Professional Technical Institution Inc,53,,,,3,325,,,www.ptipr.edu
406149,Erikson Institute,13,,,,2,,,,www.erikson.edu
406194,South Texas College,43,3306,4464,,1,17710,,,www.southtexascollege.edu
406200,Pike County Joint Vocational School District,35,,,,1,69,,,www.pikectc.org
406219,Lorain County Joint Vocational School District,35,,,,1,107,,,www.lcjvs.com/adult/
406325,Roger Williams University School of Law,39,,,,2,,,,law.rwu.edu/
406361,Everest Institute-Kendall,9,15450,15450,,3,147,,,www.everest.edu/campus/kendall
406413,California State University-Monterey Bay,5,5963,17123,0.6936,1,5924,,,www.csumb.edu
406422,Heald College-Salinas,5,13620,13620,,3,682,,,www.heald.edu
406486,Heritage College-Oklahoma City,36,,,,3,715,,,heritage-education.com
406495,Ann Arbor Institute of Massage Therapy,22,,,,3,95,,,www.aaimt.edu
406547,Brown Mackie College-Atlanta,10,13995,13995,,3,919,,,www.brownmackie.edu
407009,Bryant & Stratton College-Henrietta,32,16353,16353,,3,393,,,www.bryantstratton.edu/
407054,Argosy University-The Art Institute of California-Hollywood,5,18748,18748,,3,1602,,,www.aicdc.artinstitutes.edu
407063,Sage College,5,12460,12460,,3,407,,,sagecollege.edu
407090,Lincoln Technical Institute-Hartford,7,,,,3,450,,,www.lincolnedu.com/campus/hartford-ct
407142,Ohio Center for Broadcasting-Valley View,35,,,,3,169,,,www.beonair.com
407151,EINE Inc,21,,,,3,43,,,electrologyinstitute.com
407179,Marian Health Careers Center-Los Angeles Campus,5,,,,3,117,,,www.mariancollege.edu
407285,Cleveland Clinic Health System-School of Diagnostic Imaging,35,,,,2,37,,,www.clevelandclinic.org/sodi
407319,National Institute of Massotherapy,35,,,,3,45,,,www.nim.edu
407328,Academy for Nursing and Health Occupations,9,,,,2,424,,,www.ANHO.edu
407355,Shawsheen Valley Regional Vocational Technical School,21,,,0.6667,1,43,,,www.shawsheen.tec.ma.us
407391,Shear Ego International School of Hair Design,32,,,,3,111,,,www.shearegoschool.com/
407407,Remington College-Memphis Campus,42,15995,15995,0.8343,2,633,,,www.remingtoncollege.edu/memphis-tennessee-career-colleges-overview
407425,Fayette Institute of Technology,48,,,,1,35,,,fit.faye.tec.wv.us/
407434,Professional Beauty School,47,,,,3,21,,,professionalbeautyschool.com
407452,Capella University,23,12816,12816,,3,8738,,,www.capella.edu
407461,College of Menominee Nation,49,6170,6170,,2,404,,,www.menominee.edu
407470,Leech Lake Tribal College,23,5000,5000,,1,290,,,www.lltc.edu
407489,Southwest Acupuncture College-Albuquerque,31,,,,3,,,,www.acupuncturecollege.edu
407513,Spartan College of Aeronautics & Technology,5,,,,3,414,,,www.spartan.edu
407522,Stone Academy-Waterbury,7,,,,3,187,,,www.stoneacademy.com
407568,East San Gabriel Valley Regional Occupational Program,5,,,,1,581,,,www.esgvrop.org
407577,Yukon Beauty College Inc,36,,,,3,25,,,www.yukonbeautycollege.com
407595,ITT Technical Institute-Little Rock,4,18048,18048,0.9257,3,273,,,www.itt-tech.edu
